town,flat_type,storey_range,flat_model,floor_area_sqft,remaining_lease_months,nearest_pri_dist,nearest_mrt_dist,nearest_supermarket_dist,nearest_mall_dist,nearest_hawker_dist,price_per_sqft
ANG MO KIO,3 ROOM,01 TO 03,New Generation,731.9452,732,345,1169,700,1205,646,338.8231797
ANG MO KIO,3 ROOM,19 TO 21,Model A,753.473,1111,649,1066,361,863,640,530.875028
ANG MO KIO,3 ROOM,07 TO 09,New Generation,947.2232,674,626,1194,8,990,292,337.8295633
ANG MO KIO,3 ROOM,07 TO 09,New Generation,721.1813,720,471,933,375,1035,402,363.2928364
ANG MO KIO,3 ROOM,10 TO 12,New Generation,721.1813,721,136,1349,789,1383,651,367.452678
ANG MO KIO,3 ROOM,04 TO 06,New Generation,721.1813,714,635,975,350,1065,413,367.452678
ANG MO KIO,3 ROOM,01 TO 03,New Generation,721.1813,707,702,656,417,753,462,343.880242
ANG MO KIO,3 ROOM,04 TO 06,New Generation,785.7647,699,341,433,356,359,638,384.3389758
ANG MO KIO,3 ROOM,07 TO 09,New Generation,721.1813,712,401,579,349,680,405,409.0510944
ANG MO KIO,3 ROOM,04 TO 06,New Generation,882.6398,713,458,523,406,624,463,361.4158346
ANG MO KIO,3 ROOM,01 TO 03,New Generation,721.1813,712,458,523,406,624,463,360.5196086
ANG MO KIO,3 ROOM,04 TO 06,New Generation,882.6398,691,392,1685,119,1480,628,362.5487996
ANG MO KIO,3 ROOM,01 TO 03,Improved,721.1813,695,442,433,231,235,604,374.3857474
ANG MO KIO,3 ROOM,10 TO 12,New Generation,947.2232,703,410,834,509,633,572,414.8969324
ANG MO KIO,3 ROOM,07 TO 09,New Generation,721.1813,712,529,466,477,568,534,402.118025
ANG MO KIO,3 ROOM,07 TO 09,New Generation,882.6398,695,296,1589,229,1384,738,360.2828696
ANG MO KIO,3 ROOM,04 TO 06,New Generation,721.1813,686,599,724,407,519,676,363.2928364
ANG MO KIO,3 ROOM,10 TO 12,New Generation,731.9452,734,547,1421,640,1950,576,334.7245122
ANG MO KIO,3 ROOM,07 TO 09,New Generation,882.6398,735,484,1243,315,1595,388,362.5487996
ANG MO KIO,3 ROOM,01 TO 03,New Generation,731.9452,730,666,1046,906,2199,417,348.3867371
ANG MO KIO,3 ROOM,01 TO 03,New Generation,721.1813,779,632,731,783,1939,292,374.3857474
ANG MO KIO,3 ROOM,01 TO 03,New Generation,731.9452,735,484,1243,315,1595,388,355.2178496
ANG MO KIO,3 ROOM,04 TO 06,New Generation,742.7091,728,519,1565,191,1523,126,387.7695857
ANG MO KIO,3 ROOM,01 TO 03,New Generation,785.7647,689,705,1951,598,1746,796,333.4331512
ANG MO KIO,3 ROOM,07 TO 09,New Generation,731.9452,734,548,1234,597,1889,654,341.5556247
ANG MO KIO,3 ROOM,07 TO 09,New Generation,731.9452,731,604,825,823,1073,812,397.5707471
ANG MO KIO,3 ROOM,04 TO 06,New Generation,731.9452,727,661,429,1265,1836,431,398.9369696
ANG MO KIO,3 ROOM,07 TO 09,New Generation,882.6398,727,661,429,1265,1836,431,419.1970496
ANG MO KIO,3 ROOM,10 TO 12,New Generation,807.2925,729,477,385,1093,1550,518,408.7737716
ANG MO KIO,3 ROOM,04 TO 06,New Generation,731.9452,727,661,429,1265,1836,431,378.2906152
ANG MO KIO,3 ROOM,04 TO 06,New Generation,731.9452,726,629,620,639,867,701,396.2045246
ANG MO KIO,3 ROOM,10 TO 12,New Generation,731.9452,727,378,729,1207,2135,373,396.2045246
ANG MO KIO,4 ROOM,04 TO 06,Model A,1022.5705,1111,768,981,408,778,622,464.5156495
ANG MO KIO,4 ROOM,10 TO 12,New Generation,990.2788,695,718,1645,373,1440,140,419.0739012
ANG MO KIO,4 ROOM,07 TO 09,Model A,1011.8066,1111,823,1103,447,900,635,637.4736041
ANG MO KIO,4 ROOM,07 TO 09,New Generation,979.5149,731,418,1202,338,1304,254,398.156271
ANG MO KIO,4 ROOM,10 TO 12,New Generation,1054.8622,708,480,1152,253,947,711,350.756715
ANG MO KIO,4 ROOM,04 TO 06,New Generation,990.2788,691,392,1685,119,1480,628,403.9266518
ANG MO KIO,4 ROOM,04 TO 06,New Generation,990.2788,704,620,688,557,785,304,422.1033511
ANG MO KIO,4 ROOM,04 TO 06,New Generation,1022.5705,730,746,976,808,2100,319,400.9503501
ANG MO KIO,4 ROOM,04 TO 06,New Generation,979.5149,743,342,1595,629,1874,564,382.8425683
ANG MO KIO,4 ROOM,10 TO 12,New Generation,1054.8622,743,195,1695,560,1801,495,426.5960047
ANG MO KIO,4 ROOM,04 TO 06,New Generation,1065.6261,698,409,1639,559,1434,523,364.105196
ANG MO KIO,4 ROOM,04 TO 06,Model A,968.751,1003,857,532,318,404,490,614.1929144
ANG MO KIO,4 ROOM,16 TO 18,Model A,1022.5705,979,402,818,373,853,626,591.6462484
ANG MO KIO,5 ROOM,16 TO 18,Improved,1302.4319,1111,831,1177,453,975,641,721.7267943
ANG MO KIO,5 ROOM,19 TO 21,Improved,1280.9041,1111,872,1143,494,940,653,710.4356993
ANG MO KIO,5 ROOM,13 TO 15,Improved,1323.9597,696,346,520,318,322,508,475.8452995
ANG MO KIO,5 ROOM,10 TO 12,Improved,1302.4319,729,394,909,749,1818,412,437.6428434
ANG MO KIO,5 ROOM,07 TO 09,Improved,1194.7929,1001,831,528,315,352,541,636.0935021
ANG MO KIO,5 ROOM,01 TO 03,Improved,1302.4319,727,365,861,1050,2257,389,368.5413418
ANG MO KIO,5 ROOM,22 TO 24,Improved,1184.029,1031,493,984,168,844,244,641.8761703
ANG MO KIO,5 ROOM,04 TO 06,Improved,1184.029,1031,493,984,168,844,244,544.7501708
ANG MO KIO,5 ROOM,22 TO 24,Improved,1184.029,994,246,679,480,927,536,633.4304312
ANG MO KIO,5 ROOM,01 TO 03,DBSS,1205.5568,1098,115,863,324,965,380,564.0547173
BEDOK,2 ROOM,01 TO 03,Improved,473.6116,700,418,951,306,940,602,422.2869541
BEDOK,3 ROOM,04 TO 06,New Generation,721.1813,713,508,1106,490,720,487,346.6534698
BEDOK,3 ROOM,01 TO 03,New Generation,721.1813,715,630,1124,380,786,378,374.3857474
BEDOK,3 ROOM,04 TO 06,New Generation,731.9452,722,524,863,339,504,213,416.6978621
BEDOK,3 ROOM,10 TO 12,New Generation,731.9452,722,408,754,322,406,331,467.2480945
BEDOK,3 ROOM,07 TO 09,New Generation,721.1813,712,208,830,409,981,662,402.118025
BEDOK,3 ROOM,13 TO 15,New Generation,882.6398,689,446,991,257,1512,353,362.5487996
BEDOK,3 ROOM,07 TO 09,New Generation,721.1813,700,842,1137,499,1259,550,382.7054307
BEDOK,3 ROOM,10 TO 12,Improved,753.473,695,934,716,670,1321,662,426.02721
BEDOK,3 ROOM,07 TO 09,Improved,635.0701,695,879,745,614,1367,607,346.4184505
BEDOK,3 ROOM,04 TO 06,New Generation,785.7647,699,511,1066,0,1236,313,405.8314149
BEDOK,3 ROOM,01 TO 03,Improved,635.0701,695,879,745,614,1367,607,377.9110369
BEDOK,3 ROOM,04 TO 06,New Generation,947.2232,699,657,1318,265,1281,324,369.5010849
BEDOK,3 ROOM,10 TO 12,New Generation,721.1813,707,434,882,524,495,649,409.0510944
BEDOK,3 ROOM,07 TO 09,New Generation,731.9452,707,637,665,451,279,631,422.0097352
BEDOK,3 ROOM,01 TO 03,New Generation,731.9452,716,712,813,288,392,138,444.0223121
BEDOK,3 ROOM,07 TO 09,New Generation,731.9452,707,773,665,452,279,631,426.2614196
BEDOK,3 ROOM,04 TO 06,New Generation,721.1813,697,847,1374,446,1073,634,402.118025
BEDOK,3 ROOM,04 TO 06,New Generation,721.1813,698,847,1374,446,1073,634,429.8503026
BEDOK,3 ROOM,07 TO 09,New Generation,721.1813,699,927,1245,562,1141,704,392.4117278
BEDOK,3 ROOM,07 TO 09,New Generation,882.6398,725,549,1092,398,907,442,390.8729246
BEDOK,3 ROOM,01 TO 03,New Generation,731.9452,714,559,929,483,1210,508,341.5556247
BEDOK,3 ROOM,04 TO 06,Improved,645.834,792,635,858,286,1272,307,410.3221571
BEDOK,3 ROOM,10 TO 12,Improved,635.0701,698,169,861,228,910,486,376.3364076
BEDOK,3 ROOM,04 TO 06,New Generation,731.9452,735,619,474,225,1957,337,416.6978621
BEDOK,3 ROOM,04 TO 06,New Generation,721.1813,749,181,791,272,2400,290,391.0251139
BEDOK,3 ROOM,01 TO 03,Simplified,753.473,803,583,604,423,2535,312,380.9028326
BEDOK,3 ROOM,01 TO 03,New Generation,721.1813,747,422,745,227,2236,389,367.452678
BEDOK,3 ROOM,07 TO 09,Simplified,688.8896,819,395,654,207,2360,97,442.7414785
BEDOK,3 ROOM,01 TO 03,Improved,656.5979,798,547,118,497,2149,572,415.7795814
BEDOK,3 ROOM,01 TO 03,Improved,635.0701,671,775,794,327,537,571,401.5304767
BEDOK,3 ROOM,04 TO 06,Improved,699.6535,671,682,759,345,493,567,400.1980981
BEDOK,3 ROOM,01 TO 03,New Generation,721.1813,696,326,1146,918,1878,861,318.9211922
BEDOK,3 ROOM,10 TO 12,Improved,699.6535,647,862,627,211,569,774,403.0566559
BEDOK,3 ROOM,04 TO 06,Model A,818.0564,770,326,1311,769,1404,1291,360.6108332
BEDOK,3 ROOM,10 TO 12,Model A,807.2925,770,326,1311,769,1404,1291,375.3286448
BEDOK,3 ROOM,04 TO 06,Improved,699.6535,629,863,1107,344,979,1007,378.7589142
BEDOK,3 ROOM,04 TO 06,Improved,699.6535,629,782,1063,301,1005,1124,360.1782883
BEDOK,3 ROOM,04 TO 06,New Generation,882.6398,735,588,1303,822,1184,823,368.2136246
BEDOK,3 ROOM,10 TO 12,Improved,699.6535,751,340,774,542,376,693,440.2179079
BEDOK,3 ROOM,04 TO 06,Improved,699.6535,688,378,829,521,431,744,369.2542094
BEDOK,3 ROOM,10 TO 12,Improved,699.6535,751,340,774,542,376,693,421.6372819
BEDOK,3 ROOM,13 TO 15,Improved,699.6535,687,378,829,521,431,744,440.2179079
BEDOK,4 ROOM,16 TO 18,Model A,1044.0983,1083,483,815,403,417,407,705.8722344
BEDOK,4 ROOM,07 TO 09,New Generation,990.2788,714,417,984,315,998,312,401.9070185
BEDOK,4 ROOM,07 TO 09,New Generation,990.2788,713,359,910,360,1047,253,393.8284855
BEDOK,4 ROOM,16 TO 18,Model A,914.9315,1031,671,809,440,1167,399,633.9272394
BEDOK,4 ROOM,01 TO 03,New Generation,990.2788,707,522,794,580,408,730,401.9070185
BEDOK,4 ROOM,07 TO 09,New Generation,979.5149,729,298,294,577,2173,911,416.5327143
BEDOK,4 ROOM,10 TO 12,New Generation,979.5149,700,787,864,565,1160,524,355.2779034
BEDOK,4 ROOM,04 TO 06,New Generation,979.5149,689,321,875,286,1327,400,335.7662043
BEDOK,4 ROOM,01 TO 03,New Generation,990.2788,720,830,1116,241,1245,350,323.1413214
BEDOK,4 ROOM,07 TO 09,Model A,1119.4456,768,830,1117,490,1631,737,384.1187102
BEDOK,4 ROOM,04 TO 06,New Generation,1022.5705,755,657,383,335,2324,294,369.6566643
BEDOK,4 ROOM,10 TO 12,New Generation,1054.8622,729,460,920,247,1780,886,402.8962266
BEDOK,4 ROOM,10 TO 12,New Generation,990.2788,733,668,239,340,2047,459,403.9266518
BEDOK,4 ROOM,04 TO 06,Simplified,904.1676,805,294,720,275,2435,236,387.0963746
BEDOK,4 ROOM,16 TO 18,Premium Apartment,1151.7373,970,402,249,766,1638,769,554.8140188
BEDOK,4 ROOM,10 TO 12,New Generation,1054.8622,697,336,1161,429,1016,388,371.6125196
BEDOK,4 ROOM,01 TO 03,Improved,882.6398,671,491,974,337,576,581,385.2080996
BEDOK,4 ROOM,13 TO 15,Model A,1130.2095,781,349,1087,893,2005,921,424.7000224
BEDOK,4 ROOM,04 TO 06,Simplified,893.4037,781,349,1087,893,2005,921,439.8907235
BEDOK,4 ROOM,10 TO 12,Improved,904.1676,691,718,1272,504,1398,447,362.7646025
BEDOK,4 ROOM,13 TO 15,Model A,1119.4456,879,979,744,117,686,890,482.3816361
BEDOK,4 ROOM,01 TO 03,Model A,1151.7373,923,784,207,483,3007,1089,369.007759
BEDOK,4 ROOM,07 TO 09,Model A,1119.4456,828,1037,380,181,2315,1312,601.9836962
BEDOK,5 ROOM,10 TO 12,Improved,1205.5568,1083,537,618,329,220,425,719.9992568
BEDOK,5 ROOM,22 TO 24,Improved,1270.1402,725,562,1031,506,623,284,535.373969
BEDOK,5 ROOM,01 TO 03,Improved,1302.4319,748,298,886,550,2492,567,349.3464802
BEDOK,5 ROOM,10 TO 12,Improved,1302.4319,730,405,865,192,1834,940,406.9310649
BEDOK,5 ROOM,01 TO 03,Improved,1313.1958,801,334,545,448,2601,413,357.9055005
BEDOK,5 ROOM,01 TO 03,Improved,1302.4319,755,301,856,339,2348,359,337.8295633
BEDOK,5 ROOM,07 TO 09,Improved,1302.4319,734,636,537,263,1926,378,360.8633972
BEDOK,5 ROOM,01 TO 03,Premium Apartment,1237.8485,970,732,733,573,1844,669,446.6523973
BEDOK,5 ROOM,10 TO 12,Premium Apartment,1237.8485,970,672,549,734,1909,830,464.5156495
BEDOK,5 ROOM,10 TO 12,Standard,1323.9597,692,227,1227,1023,1984,967,425.2395296
BEDOK,5 ROOM,07 TO 09,Standard,1227.0846,671,921,947,282,690,534,479.1845648
BEDOK,5 ROOM,04 TO 06,Improved,1377.7792,879,857,1045,405,987,1192,435.4834214
BEDOK,5 ROOM,04 TO 06,Model A,1431.5987,880,1046,832,118,774,979,466.6112089
BEDOK,5 ROOM,07 TO 09,Improved,1248.6124,972,1039,849,492,560,833,520.5778831
BEDOK,5 ROOM,01 TO 03,Improved,1377.7792,920,410,451,835,2815,797,424.5963359
BEDOK,EXECUTIVE,04 TO 06,Adjoined flat,1754.5157,707,681,859,637,473,633,421.7049753
BEDOK,EXECUTIVE,04 TO 06,Maisonette,1539.2377,805,439,577,386,2546,347,367.064814
BEDOK,EXECUTIVE,04 TO 06,Maisonette,1539.2377,804,315,678,319,2477,280,414.4908873
BEDOK,EXECUTIVE,13 TO 15,Apartment,1528.4738,879,654,836,634,2410,1123,515.5469462
BEDOK,EXECUTIVE,10 TO 12,Apartment,1571.5294,879,332,1338,379,941,263,498.1694902
BISHAN,3 ROOM,01 TO 03,Simplified,753.473,790,396,497,0,427,1546,476.4603377
BISHAN,3 ROOM,04 TO 06,New Generation,721.1813,782,1260,345,728,1290,337,558.8053933
BISHAN,3 ROOM,10 TO 12,New Generation,721.1813,778,1344,430,740,1302,349,603.1770375
BISHAN,3 ROOM,04 TO 06,New Generation,721.1813,778,1344,430,740,1302,349,565.7384627
BISHAN,3 ROOM,07 TO 09,Improved,699.6535,644,1426,1094,498,916,591,371.6125196
BISHAN,4 ROOM,07 TO 09,Simplified,904.1676,793,212,861,456,812,1177,508.7552352
BISHAN,4 ROOM,01 TO 03,Model A,1173.2651,822,253,1059,648,1010,1191,383.5450317
BISHAN,4 ROOM,10 TO 12,Simplified,904.1676,791,400,669,179,599,1550,608.294303
BISHAN,4 ROOM,07 TO 09,Simplified,904.1676,791,392,584,275,576,1922,556.3127898
BISHAN,4 ROOM,10 TO 12,Model A,1130.2095,792,315,704,299,655,1341,514.9487772
BISHAN,4 ROOM,13 TO 15,Model A,1130.2095,792,242,741,336,692,1297,529.8911397
BISHAN,4 ROOM,01 TO 03,Simplified,904.1676,791,350,669,178,598,1500,484.4234631
BISHAN,4 ROOM,01 TO 03,Simplified,904.1676,808,284,799,394,750,1248,458.9857013
BISHAN,4 ROOM,10 TO 12,Model A,1108.6817,870,746,1427,600,1548,1102,498.7905907
BISHAN,4 ROOM,22 TO 24,Model A,1097.9178,869,628,1135,679,1257,1653,585.6540444
BISHAN,4 ROOM,01 TO 03,Model A,1151.7373,870,616,1359,313,1569,1346,464.5156495
BISHAN,4 ROOM,04 TO 06,Model A,1130.2095,842,493,1768,677,677,1358,486.6354424
BISHAN,4 ROOM,04 TO 06,New Generation,1022.5705,777,1424,509,642,1203,186,488.9638416
BISHAN,4 ROOM,10 TO 12,Simplified,957.9871,806,497,2427,1766,1524,2019,534.4539608
BISHAN,5 ROOM,07 TO 09,Improved,1323.9597,822,320,1127,715,1077,1208,498.5045995
BISHAN,5 ROOM,19 TO 21,Improved,1377.7792,817,444,1174,996,1264,1310,580.6445619
BISHAN,5 ROOM,04 TO 06,Improved,1410.0709,813,443,1173,923,1219,1331,510.6126224
BISHAN,5 ROOM,10 TO 12,Premium Apartment,1302.4319,941,133,918,363,1039,1572,605.0220361
BISHAN,5 ROOM,01 TO 03,DBSS,1291.668,1099,340,1197,219,1318,1550,650.3219093
BISHAN,5 ROOM,07 TO 09,DBSS,1291.668,1099,297,1153,189,1274,1506,749.4185812
BISHAN,5 ROOM,10 TO 12,Improved,1323.9597,841,555,1836,746,746,1427,566.4824994
BISHAN,EXECUTIVE,01 TO 03,Apartment,1550.0016,808,353,644,239,595,1437,503.225287
BISHAN,EXECUTIVE,10 TO 12,Maisonette,1582.2933,785,1164,250,871,1433,480,649.6899153
BUKIT BATOK,3 ROOM,07 TO 09,New Generation,721.1813,789,279,868,334,1015,2599,377.1589751
BUKIT BATOK,3 ROOM,04 TO 06,Simplified,688.8896,817,326,1160,74,1305,2657,341.1286801
BUKIT BATOK,3 ROOM,07 TO 09,New Generation,721.1813,782,348,767,366,914,2529,353.5865392
BUKIT BATOK,3 ROOM,01 TO 03,Simplified,688.8896,800,576,1220,202,1365,2751,312.096452
BUKIT BATOK,3 ROOM,10 TO 12,Model A,785.7647,781,705,1314,635,1453,2824,324.5246319
BUKIT BATOK,3 ROOM,04 TO 06,Model A,785.7647,781,705,1314,635,1453,2824,318.1614038
BUKIT BATOK,3 ROOM,10 TO 12,New Generation,742.7091,784,453,979,229,1123,2741,359.4947201
BUKIT BATOK,3 ROOM,07 TO 09,Model A,785.7647,763,679,556,508,790,1700,341.0690249
BUKIT BATOK,3 ROOM,10 TO 12,Improved,645.834,816,435,608,412,1150,2766,465.8906159
BUKIT BATOK,3 ROOM,07 TO 09,Improved,645.834,808,178,859,741,997,2621,371.6125196
BUKIT BATOK,3 ROOM,07 TO 09,Model A,785.7647,811,528,793,702,1395,3019,357.6134179
BUKIT BATOK,3 ROOM,01 TO 03,Improved,645.834,809,154,901,685,1038,2663,356.1286646
BUKIT BATOK,3 ROOM,04 TO 06,New Generation,731.9452,819,262,1412,716,2002,3286,327.8933997
BUKIT BATOK,3 ROOM,10 TO 12,Model A,785.7647,776,698,699,580,580,1706,349.9775442
BUKIT BATOK,3 ROOM,10 TO 12,Model A,785.7647,776,698,699,580,580,1706,324.5246319
BUKIT BATOK,3 ROOM,07 TO 09,Model A,785.7647,779,719,748,588,588,1772,328.3425687
BUKIT BATOK,3 ROOM,01 TO 03,New Generation,731.9452,770,492,880,482,818,1646,345.5012752
BUKIT BATOK,3 ROOM,01 TO 03,New Generation,721.1813,777,522,1020,282,1191,843,343.880242
BUKIT BATOK,4 ROOM,01 TO 03,Model A,1097.9178,929,968,379,277,277,1986,423.5289746
BUKIT BATOK,4 ROOM,07 TO 09,Model A,1151.7373,782,837,365,317,518,1537,375.9537874
BUKIT BATOK,4 ROOM,10 TO 12,Model A,1119.4456,787,750,1394,389,1538,2541,359.1063291
BUKIT BATOK,4 ROOM,04 TO 06,Simplified,904.1676,800,571,1350,296,1494,2658,373.8244989
BUKIT BATOK,4 ROOM,01 TO 03,New Generation,1001.0427,782,577,1185,407,1325,2926,329.6562674
BUKIT BATOK,4 ROOM,07 TO 09,Model A,1119.4456,783,561,566,517,800,1797,351.8598849
BUKIT BATOK,4 ROOM,04 TO 06,New Generation,979.5149,787,259,662,678,919,2279,339.9642006
BUKIT BATOK,4 ROOM,07 TO 09,Model A,1065.6261,929,891,612,564,832,1454,394.1344905
BUKIT BATOK,4 ROOM,04 TO 06,Model A,1108.6817,936,355,1401,574,1635,2626,338.2395506
BUKIT BATOK,4 ROOM,13 TO 15,Model A,1108.6817,936,342,1387,618,1621,2612,377.0243524
BUKIT BATOK,4 ROOM,07 TO 09,Model A,1076.39,936,432,1183,727,1417,2408,346.5286746
BUKIT BATOK,4 ROOM,07 TO 09,Model A,1108.6817,935,332,1339,626,1574,2564,354.4750491
BUKIT BATOK,4 ROOM,04 TO 06,Model A2,990.2788,939,361,1499,473,1646,2356,313.0431551
BUKIT BATOK,4 ROOM,13 TO 15,Model A2,990.2788,941,350,1488,463,1635,2480,391.8088522
BUKIT BATOK,4 ROOM,10 TO 12,Model A,1119.4456,801,419,507,384,1682,3296,330.5207506
BUKIT BATOK,4 ROOM,01 TO 03,Simplified,957.9871,793,183,1084,406,1962,3550,334.0337255
BUKIT BATOK,4 ROOM,07 TO 09,Simplified,904.1676,800,363,862,507,1345,2939,320.7369961
BUKIT BATOK,4 ROOM,07 TO 09,Model A,1108.6817,799,600,619,500,1300,2916,317.4941915
BUKIT BATOK,4 ROOM,01 TO 03,Simplified,957.9871,802,262,866,565,1004,2628,340.2968579
BUKIT BATOK,4 ROOM,22 TO 24,Model A,925.6954,1019,724,651,130,2009,3625,432.107581
BUKIT BATOK,4 ROOM,13 TO 15,Model A,990.2788,1019,724,651,130,2009,3625,418.0640846
BUKIT BATOK,4 ROOM,04 TO 06,Model A,990.2788,1015,762,1027,277,2363,3978,368.5830697
BUKIT BATOK,4 ROOM,07 TO 09,Model A,990.2788,1015,762,1027,277,2363,3978,393.8284855
BUKIT BATOK,4 ROOM,04 TO 06,Model A,1108.6817,773,701,508,460,504,1638,303.0626374
BUKIT BATOK,4 ROOM,01 TO 03,Model A,1119.4456,777,410,1096,147,1261,1042,282.282587
BUKIT BATOK,4 ROOM,04 TO 06,Model A,1108.6817,787,547,1275,421,1447,810,324.7099686
BUKIT BATOK,4 ROOM,04 TO 06,Model A,1119.4456,776,410,1096,147,1261,1042,271.5629951
BUKIT BATOK,4 ROOM,01 TO 03,Model A,1119.4456,779,560,1062,316,1234,864,290.322281
BUKIT BATOK,5 ROOM,10 TO 12,Improved,1302.4319,936,355,1401,574,1635,2626,418.4479818
BUKIT BATOK,5 ROOM,01 TO 03,Improved,1313.1958,805,509,556,462,1772,3386,306.5041786
BUKIT BATOK,5 ROOM,13 TO 15,Improved,1270.1402,1017,789,840,86,2199,3814,358.2281704
BUKIT BATOK,5 ROOM,01 TO 03,Improved,1270.1402,1017,789,840,86,2199,3814,401.5304767
BUKIT BATOK,5 ROOM,22 TO 24,Model A,1420.8348,779,773,435,387,431,1606,422.2869541
BUKIT BATOK,5 ROOM,16 TO 18,Improved,1248.6124,928,914,650,511,827,1338,432.4800875
BUKIT BATOK,EXECUTIVE,13 TO 15,Apartment,1593.0572,782,953,485,303,303,1805,419.3195323
BUKIT BATOK,EXECUTIVE,07 TO 09,Apartment,1593.0572,782,953,485,303,303,1805,404.8818837
BUKIT BATOK,EXECUTIVE,13 TO 15,Maisonette,1668.4045,777,447,900,438,849,1601,354.8300187
BUKIT BATOK,EXECUTIVE,01 TO 03,Maisonette,1603.8211,779,206,668,617,924,2322,408.399665
BUKIT BATOK,EXECUTIVE,01 TO 03,Apartment,1550.0016,934,537,1675,650,1822,2366,478.5801511
BUKIT BATOK,EXECUTIVE,04 TO 06,Apartment,1539.2377,799,299,984,495,1838,3452,388.5039978
BUKIT MERAH,1 ROOM,10 TO 12,Improved,333.6809,661,872,1666,182,1326,307,554.4219043
BUKIT MERAH,1 ROOM,04 TO 06,Improved,333.6809,661,872,1666,182,1326,307,539.4375285
BUKIT MERAH,2 ROOM,10 TO 12,Standard,484.3755,638,559,789,2,622,467,437.6769676
BUKIT MERAH,3 ROOM,10 TO 12,Improved,699.6535,756,846,1047,420,1464,466,485.9548334
BUKIT MERAH,3 ROOM,04 TO 06,Improved,699.6535,641,490,515,448,937,405,571.7115687
BUKIT MERAH,3 ROOM,04 TO 06,Improved,635.0701,650,787,974,508,1333,220,440.8962097
BUKIT MERAH,3 ROOM,07 TO 09,New Generation,721.1813,754,496,1253,1298,1298,553,471.4487189
BUKIT MERAH,3 ROOM,25 TO 27,Model A,645.834,994,323,864,618,618,785,812.9023867
BUKIT MERAH,3 ROOM,07 TO 09,Standard,688.8896,593,774,697,273,742,197,534.192997
BUKIT MERAH,3 ROOM,22 TO 24,Improved,699.6535,660,246,843,687,883,633,528.833201
BUKIT MERAH,3 ROOM,13 TO 15,Standard,645.834,569,1031,1080,188,900,208,445.9350236
BUKIT MERAH,3 ROOM,04 TO 06,Improved,678.1257,665,1390,1372,193,537,171,398.156271
BUKIT MERAH,3 ROOM,01 TO 03,Standard,947.2232,635,734,561,387,881,169,662.990518
BUKIT MERAH,3 ROOM,01 TO 03,Standard,828.8203,635,864,691,455,1012,266,731.1596977
BUKIT MERAH,3 ROOM,13 TO 15,Improved,818.0564,662,650,1411,478,1775,698,317.826497
BUKIT MERAH,3 ROOM,10 TO 12,Improved,753.473,663,650,1676,294,1523,320,412.0917405
BUKIT MERAH,3 ROOM,10 TO 12,Improved,699.6535,661,566,1479,428,1773,648,383.046751
BUKIT MERAH,3 ROOM,04 TO 06,New Generation,721.1813,679,490,1082,725,1779,840,421.5306193
BUKIT MERAH,3 ROOM,04 TO 06,New Generation,785.7647,679,305,866,473,1560,621,436.3749097
BUKIT MERAH,3 ROOM,10 TO 12,New Generation,785.7647,679,305,866,473,1560,621,440.3353828
BUKIT MERAH,3 ROOM,31 TO 33,Premium Apartment,731.9452,1122,587,662,306,912,116,847.0579491
BUKIT MERAH,4 ROOM,19 TO 21,Model A,1076.39,1028,719,522,547,609,461,771.0959782
BUKIT MERAH,4 ROOM,01 TO 03,Model A,1184.029,776,422,1713,1273,1758,790,413.841215
BUKIT MERAH,4 ROOM,07 TO 09,Model A,968.751,994,416,684,840,840,1007,758.7088942
BUKIT MERAH,4 ROOM,25 TO 27,Model A,807.2925,995,119,660,554,554,722,904.2571311
BUKIT MERAH,4 ROOM,22 TO 24,Model A,1076.39,1033,1686,1829,193,297,1128,594.5800314
BUKIT MERAH,4 ROOM,04 TO 06,Model A,1011.8066,1119,797,919,308,860,419,691.8318185
BUKIT MERAH,4 ROOM,04 TO 06,Model A,1011.8066,1119,797,919,308,860,419,747.1783639
BUKIT MERAH,4 ROOM,04 TO 06,Model A,968.751,1005,104,185,548,750,616,753.5476092
BUKIT MERAH,4 ROOM,16 TO 18,Model A,968.751,1066,508,658,166,1157,501,753.5476092
BUKIT MERAH,4 ROOM,13 TO 15,Model A,914.9315,1067,469,517,80,1083,629,807.5883277
BUKIT MERAH,4 ROOM,28 TO 30,Model A,990.2788,995,624,672,240,1214,329,722.01889
BUKIT MERAH,4 ROOM,13 TO 15,Model A,1076.39,972,648,695,333,1138,578,743.2250393
BUKIT MERAH,4 ROOM,07 TO 09,Improved,947.2232,672,1035,991,596,1362,495,451.8470409
BUKIT MERAH,4 ROOM,04 TO 06,Simplified,904.1676,800,690,731,298,852,644,486.6354424
BUKIT MERAH,4 ROOM,04 TO 06,Model A,1087.1539,981,428,238,338,875,490,632.8450829
BUKIT MERAH,4 ROOM,07 TO 09,Model A,1076.39,1030,286,328,284,1022,390,641.0315964
BUKIT MERAH,4 ROOM,10 TO 12,Model A,1065.6261,984,628,1489,367,1709,588,546.9911069
BUKIT MERAH,4 ROOM,04 TO 06,New Generation,979.5149,680,599,704,525,1601,673,469.6202171
BUKIT MERAH,4 ROOM,07 TO 09,New Generation,979.5149,679,599,704,525,1601,673,444.0973792
BUKIT MERAH,5 ROOM,16 TO 18,Improved,1237.8485,1028,719,522,547,609,461,743.2250393
BUKIT MERAH,5 ROOM,10 TO 12,Improved,1184.029,996,227,768,543,543,710,755.8936479
BUKIT MERAH,5 ROOM,19 TO 21,Improved,1248.6124,1032,1653,1795,219,323,1120,604.6712334
