town,flat_type,storey_range,flat_model,floor_area_sqft,remaining_lease_months,nearest_pri_dist,nearest_mrt_dist,nearest_supermarket_dist,nearest_mall_dist,nearest_hawker_dist,price_per_sqft
ANG MO KIO,4 ROOM,07 TO 09,New Generation,979.5149,719,615,261,1353,1779,520,504.3312766
ANG MO KIO,4 ROOM,10 TO 12,Model A,1022.5705,1028,495,986,86,846,382,576.9773331
ANG MO KIO,4 ROOM,10 TO 12,Model A,979.5149,989,367,640,733,888,656,648.2800823
ANG MO KIO,4 ROOM,13 TO 15,Model A,979.5149,988,367,640,733,888,656,658.4892175
ANG MO KIO,4 ROOM,10 TO 12,Model A,979.5149,988,367,640,733,888,656,668.6983526
ANG MO KIO,4 ROOM,25 TO 27,DBSS,968.751,1092,115,863,324,965,380,761.8056652
ANG MO KIO,5 ROOM,10 TO 12,Improved,1280.9041,721,270,1121,399,1223,351,398.156271
ANG MO KIO,5 ROOM,19 TO 21,Improved,1280.9041,720,289,1204,482,1306,434,429.3842139
ANG MO KIO,5 ROOM,01 TO 03,Improved,1280.9041,720,289,1204,482,1306,434,390.3492853
ANG MO KIO,5 ROOM,13 TO 15,Improved,1323.9597,690,346,520,318,322,508,453.1859995
ANG MO KIO,5 ROOM,07 TO 09,Standard,1323.9597,701,528,1200,302,995,726,415.4204996
ANG MO KIO,5 ROOM,10 TO 12,Standard,1323.9597,701,528,1200,302,995,726,441.8563496
ANG MO KIO,5 ROOM,07 TO 09,Adjoined flat,1442.3626,685,486,1780,0,1575,509,395.8782625
ANG MO KIO,5 ROOM,04 TO 06,Improved,1302.4319,725,730,778,789,1026,796,395.4141479
ANG MO KIO,5 ROOM,07 TO 09,Improved,1280.9041,718,777,580,199,605,197,468.4191424
ANG MO KIO,5 ROOM,13 TO 15,Improved,1184.029,1025,493,984,168,844,244,631.7412834
ANG MO KIO,5 ROOM,19 TO 21,DBSS,1291.668,1092,115,863,324,965,380,702.9670163
BEDOK,2 ROOM,04 TO 06,Improved,473.6116,698,575,1448,589,1233,473,432.844128
BEDOK,3 ROOM,01 TO 03,Model A,742.7091,1077,471,741,426,344,429,592.4257559
BEDOK,3 ROOM,04 TO 06,New Generation,871.8759,701,734,807,593,421,699,367.0247107
BEDOK,3 ROOM,04 TO 06,New Generation,721.1813,709,630,1124,380,786,378,357.7463808
BEDOK,3 ROOM,10 TO 12,New Generation,731.9452,718,689,1190,309,845,314,377.0774096
BEDOK,3 ROOM,04 TO 06,New Generation,721.1813,699,401,755,396,392,512,418.7573915
BEDOK,3 ROOM,04 TO 06,New Generation,721.1813,699,434,746,463,383,582,439.5565997
BEDOK,3 ROOM,01 TO 03,New Generation,882.6398,705,261,880,390,523,525,379.5432746
BEDOK,3 ROOM,10 TO 12,New Generation,721.1813,699,386,1019,369,1734,465,367.452678
BEDOK,3 ROOM,04 TO 06,New Generation,721.1813,684,215,769,298,1125,497,367.452678
BEDOK,3 ROOM,07 TO 09,New Generation,785.7647,707,1006,570,469,315,644,413.6098249
BEDOK,3 ROOM,04 TO 06,New Generation,785.7647,707,1006,570,469,315,644,432.6995092
BEDOK,3 ROOM,10 TO 12,New Generation,731.9452,701,637,665,451,279,631,491.8400995
BEDOK,3 ROOM,04 TO 06,New Generation,731.9452,701,637,665,451,279,631,430.3600871
BEDOK,3 ROOM,01 TO 03,New Generation,731.9452,719,924,1178,539,1233,540,314.2311747
BEDOK,3 ROOM,13 TO 15,New Generation,721.1813,707,357,814,388,1168,305,353.5865392
BEDOK,3 ROOM,10 TO 12,Improved,635.0701,692,292,959,123,837,310,374.7617783
BEDOK,3 ROOM,04 TO 06,New Generation,731.9452,713,688,911,279,1283,303,317.6467309
BEDOK,3 ROOM,13 TO 15,New Generation,731.9452,713,567,791,376,1383,399,386.3677226
BEDOK,3 ROOM,07 TO 09,New Generation,721.1813,707,359,730,391,1247,308,345.2668559
BEDOK,3 ROOM,10 TO 12,New Generation,731.9452,708,707,1113,319,1232,429,341.5556247
BEDOK,3 ROOM,04 TO 06,New Generation,731.9452,708,707,1113,319,1232,429,382.5422996
BEDOK,3 ROOM,13 TO 15,Improved,635.0701,692,169,861,228,910,486,393.6573301
BEDOK,3 ROOM,07 TO 09,New Generation,731.9452,723,193,502,277,2052,1089,396.2045246
BEDOK,3 ROOM,01 TO 03,Simplified,688.8896,797,583,604,423,2535,312,384.6770223
BEDOK,3 ROOM,04 TO 06,New Generation,721.1813,741,422,745,227,2236,389,374.3857474
BEDOK,3 ROOM,01 TO 03,New Generation,796.5286,727,715,307,236,2142,311,349.014461
BEDOK,3 ROOM,07 TO 09,New Generation,721.1813,780,363,792,759,3104,776,395.1849556
BEDOK,3 ROOM,01 TO 03,New Generation,753.473,780,513,942,909,2872,927,351.7047061
BEDOK,3 ROOM,10 TO 12,New Generation,721.1813,743,181,791,272,2400,290,404.8912527
BEDOK,3 ROOM,01 TO 03,Improved,635.0701,665,789,958,150,701,402,343.2691919
BEDOK,3 ROOM,01 TO 03,Improved,785.7647,665,682,759,345,493,567,369.0672284
BEDOK,3 ROOM,10 TO 12,New Generation,947.2232,691,336,1161,429,1016,388,374.7796718
BEDOK,3 ROOM,16 TO 18,New Generation,882.6398,689,493,1219,766,1726,709,413.5322246
BEDOK,3 ROOM,01 TO 03,Improved,699.6535,641,862,627,211,569,774,371.6125196
BEDOK,3 ROOM,04 TO 06,Improved,699.6535,623,755,1244,481,1029,982,364.466125
BEDOK,3 ROOM,07 TO 09,New Generation,731.9452,717,885,1023,622,731,591,396.2045246
BEDOK,3 ROOM,04 TO 06,New Generation,882.6398,729,588,1303,822,1184,823,339.8894997
BEDOK,3 ROOM,10 TO 12,New Generation,731.9452,717,773,1020,557,728,553,382.5422996
BEDOK,3 ROOM,04 TO 06,Improved,699.6535,745,340,774,542,376,693,428.7836765
BEDOK,3 ROOM,07 TO 09,Improved,818.0564,681,213,1026,704,628,603,388.7262541
BEDOK,4 ROOM,07 TO 09,Model A,1011.8066,1077,471,741,426,344,429,667.1235392
BEDOK,4 ROOM,04 TO 06,New Generation,990.2788,709,466,1130,451,744,448,373.6321529
BEDOK,4 ROOM,07 TO 09,New Generation,957.9871,694,647,1231,178,1292,315,354.9108334
BEDOK,4 ROOM,01 TO 03,New Generation,990.2788,702,522,794,580,408,730,403.9266518
BEDOK,4 ROOM,04 TO 06,New Generation,990.2788,691,775,1257,392,1229,442,302.9449888
BEDOK,4 ROOM,07 TO 09,Model A,990.2788,1024,598,759,367,1094,326,615.9881439
BEDOK,4 ROOM,10 TO 12,New Generation,979.5149,694,361,894,186,1113,467,396.114444
BEDOK,4 ROOM,07 TO 09,New Generation,990.2788,693,824,1080,611,1196,592,361.5143533
BEDOK,4 ROOM,13 TO 15,New Generation,990.2788,708,559,929,483,1210,508,373.6321529
BEDOK,4 ROOM,04 TO 06,Model A,1108.6817,799,244,633,349,2502,324,369.8085754
BEDOK,4 ROOM,01 TO 03,Model A,1119.4456,761,682,1101,539,1490,596,375.1857169
BEDOK,4 ROOM,07 TO 09,New Generation,1119.4456,731,364,824,210,1757,793,373.3991183
BEDOK,4 ROOM,01 TO 03,Premium Apartment,1130.2095,964,436,283,800,1672,803,426.02721
BEDOK,4 ROOM,07 TO 09,New Generation,1054.8622,681,692,674,386,418,482,360.2366262
BEDOK,4 ROOM,07 TO 09,Improved,968.751,685,331,1333,570,1011,513,356.1286646
BEDOK,4 ROOM,04 TO 06,Improved,968.751,685,466,1179,410,1146,354,340.6448097
BEDOK,4 ROOM,07 TO 09,Improved,904.1676,685,520,1213,444,1200,388,348.3867371
BEDOK,4 ROOM,01 TO 03,Improved,947.2232,665,611,1175,100,899,166,346.2753024
BEDOK,4 ROOM,13 TO 15,Improved,882.6398,653,1025,625,251,552,730,413.5322246
BEDOK,4 ROOM,04 TO 06,Model A,1130.2095,758,844,1175,417,973,1001,358.3406439
BEDOK,4 ROOM,10 TO 12,Model A,1140.9734,914,725,339,549,2851,1076,455.7512033
BEDOK,5 ROOM,04 TO 06,Standard,1259.3763,695,414,947,179,1070,485,357.3197304
BEDOK,5 ROOM,07 TO 09,Standard,1259.3763,694,414,947,179,1070,485,337.4686343
BEDOK,5 ROOM,10 TO 12,Standard,1259.3763,695,310,1411,461,1719,486,349.379292
BEDOK,5 ROOM,10 TO 12,Improved,1313.1958,741,381,910,613,2496,663,316.0229419
BEDOK,5 ROOM,22 TO 24,Model A,1431.5987,873,162,1091,579,694,463,544.8454235
BEDOK,5 ROOM,04 TO 06,Standard,1345.4875,686,251,1150,956,2002,947,408.7737716
BEDOK,5 ROOM,22 TO 24,Standard,1259.3763,653,967,479,330,421,626,541.5379025
BEDOK,5 ROOM,04 TO 06,Improved,1356.2514,914,725,339,549,2851,1076,423.962696
BEDOK,5 ROOM,01 TO 03,Improved,1291.668,822,965,308,191,2273,1322,557.4187794
BEDOK,5 ROOM,10 TO 12,Improved,1399.307,822,947,454,124,2245,1162,582.4311606
BEDOK,5 ROOM,07 TO 09,Improved,1345.4875,822,1037,380,181,2315,1312,516.5414023
BEDOK,5 ROOM,10 TO 12,Improved,1345.4875,822,1037,380,181,2315,1312,553.7026542
BEDOK,EXECUTIVE,04 TO 06,Adjoined flat,1754.5157,713,688,911,279,1283,303,393.8408759
BEDOK,EXECUTIVE,04 TO 06,Apartment,1539.2377,873,593,804,583,2348,1184,462.5666328
BEDOK,EXECUTIVE,01 TO 03,Maisonette,1539.2377,798,315,678,319,2477,280,383.3066199
BEDOK,EXECUTIVE,10 TO 12,Maisonette,1625.3489,768,689,793,777,1715,780,470.6681747
BISHAN,4 ROOM,01 TO 03,Model A,1119.4456,786,441,614,193,600,1591,527.0466024
BISHAN,4 ROOM,04 TO 06,Simplified,904.1676,778,275,671,181,601,1424,539.7229452
BISHAN,4 ROOM,01 TO 03,Simplified,904.1676,797,523,433,176,384,1675,497.6953388
BISHAN,4 ROOM,19 TO 21,Model A,1140.9734,864,923,1604,719,1451,837,603.7721826
BISHAN,4 ROOM,10 TO 12,Model A,1108.6817,864,746,1427,600,1548,1102,498.7905907
BISHAN,4 ROOM,07 TO 09,Model A,1130.2095,864,653,1334,533,1455,992,495.4833595
BISHAN,4 ROOM,04 TO 06,Model A,1151.7373,864,660,1417,358,1538,1378,451.3946019
BISHAN,4 ROOM,01 TO 03,Model A,1248.6124,864,832,1517,682,1444,940,448.4978685
BISHAN,4 ROOM,07 TO 09,Model A,1270.1402,861,559,656,703,777,1591,492.0716626
BISHAN,4 ROOM,04 TO 06,Model A,1108.6817,864,683,932,790,1053,1449,506.9083399
BISHAN,4 ROOM,04 TO 06,Model A,1119.4456,864,672,1191,370,1626,1179,504.7141192
BISHAN,4 ROOM,10 TO 12,Model A,1173.2651,863,542,1173,240,1496,1161,507.1317642
BISHAN,4 ROOM,04 TO 06,Model A,1108.6817,863,672,1191,370,1626,1179,514.124117
BISHAN,4 ROOM,07 TO 09,Model A,1108.6817,834,265,1864,774,774,1455,542.9872253
BISHAN,4 ROOM,01 TO 03,Simplified,957.9871,792,538,2385,1724,1565,1977,514.6207084
BISHAN,5 ROOM,19 TO 21,Improved,1410.0709,809,539,1269,1292,1320,1296,577.9851212
BISHAN,5 ROOM,01 TO 03,Improved,1302.4319,863,891,1558,662,1394,779,589.6661468
BISHAN,5 ROOM,10 TO 12,Model A,1431.5987,863,1288,1577,767,1374,1000,571.3891749
BISHAN,5 ROOM,19 TO 21,Premium Apartment,1302.4319,934,133,918,363,1039,1572,633.4304312
BISHAN,5 ROOM,07 TO 09,Model A,1420.8348,861,573,874,681,995,1502,578.5331271
BISHAN,5 ROOM,22 TO 24,DBSS,1291.668,1091,340,1197,219,1318,1550,824.5152779
BISHAN,5 ROOM,19 TO 21,DBSS,1291.668,1091,293,1150,126,1271,1485,774.1927492
BISHAN,5 ROOM,01 TO 03,Improved,1345.4875,775,1199,285,779,1340,388,557.4187794
BISHAN,5 ROOM,04 TO 06,Improved,1302.4319,778,1362,447,632,1194,241,522.1002342
BISHAN,EXECUTIVE,13 TO 15,Apartment,1550.0016,802,353,644,239,595,1437,548.3865307
BISHAN,EXECUTIVE,01 TO 03,Maisonette,1636.1128,795,157,831,659,901,1668,485.9078176
BISHAN,EXECUTIVE,04 TO 06,Maisonette,1571.5294,798,406,603,384,554,1902,555.509811
BISHAN,EXECUTIVE,01 TO 03,Maisonette,1603.8211,861,463,626,607,747,1745,503.7968387
BISHAN,EXECUTIVE,01 TO 03,Maisonette,1603.8211,783,348,2465,1375,1375,2163,564.2773998
BUKIT BATOK,3 ROOM,04 TO 06,New Generation,721.1813,777,362,648,467,795,2408,360.5196086
BUKIT BATOK,3 ROOM,07 TO 09,New Generation,721.1813,782,279,868,334,1015,2599,372.8438328
BUKIT BATOK,3 ROOM,04 TO 06,Simplified,688.8896,811,326,1160,74,1305,2657,403.5479705
BUKIT BATOK,3 ROOM,07 TO 09,Simplified,688.8896,793,576,1220,202,1365,2751,330.9674003
BUKIT BATOK,3 ROOM,04 TO 06,Simplified,688.8896,793,576,1220,202,1365,2751,338.2254573
BUKIT BATOK,3 ROOM,10 TO 12,Model A,785.7647,775,591,1199,353,1339,2886,330.8878599
BUKIT BATOK,3 ROOM,04 TO 06,New Generation,721.1813,775,213,930,324,1082,2556,339.7204004
BUKIT BATOK,3 ROOM,04 TO 06,Model A,785.7647,756,679,556,508,790,1700,341.0690249
BUKIT BATOK,3 ROOM,01 TO 03,Simplified,688.8896,814,468,449,367,1720,3336,355.6447942
BUKIT BATOK,3 ROOM,01 TO 03,Simplified,688.8896,814,572,500,378,1824,3440,341.1286801
BUKIT BATOK,3 ROOM,10 TO 12,Improved,645.834,803,503,472,353,1272,2888,394.8383021
BUKIT BATOK,3 ROOM,07 TO 09,Improved,742.7091,812,154,901,685,1038,2663,339.2983875
BUKIT BATOK,3 ROOM,10 TO 12,Improved,645.834,810,208,816,864,954,2578,368.5157486
BUKIT BATOK,3 ROOM,07 TO 09,Improved,742.7091,810,208,816,864,954,2578,325.8341658
BUKIT BATOK,3 ROOM,04 TO 06,New Generation,731.9452,812,445,1212,903,1676,3228,334.7245122
BUKIT BATOK,3 ROOM,04 TO 06,New Generation,731.9452,770,400,862,227,895,1383,334.7245122
BUKIT BATOK,3 ROOM,01 TO 03,New Generation,775.0008,765,424,850,369,846,1504,331.6125609
BUKIT BATOK,3 ROOM,10 TO 12,New Generation,882.6398,772,564,805,563,724,1650,343.2883947
BUKIT BATOK,3 ROOM,04 TO 06,New Generation,721.1813,773,466,1136,389,1307,787,330.0141032
BUKIT BATOK,3 ROOM,07 TO 09,Model A,796.5286,772,488,1002,81,1173,1052,325.1609547
BUKIT BATOK,4 ROOM,13 TO 15,New Generation,1001.0427,775,317,628,531,802,2357,379.6041867
BUKIT BATOK,4 ROOM,19 TO 21,Model A,968.751,999,915,309,261,292,1821,601.8058304
BUKIT BATOK,4 ROOM,01 TO 03,Model A,1151.7373,776,837,365,317,518,1537,353.3791951
BUKIT BATOK,4 ROOM,01 TO 03,New Generation,979.5149,782,279,868,334,1015,2599,324.6504979
BUKIT BATOK,4 ROOM,07 TO 09,Simplified,904.1676,781,774,1482,478,1627,2496,334.9909906
BUKIT BATOK,4 ROOM,01 TO 03,New Generation,1065.6261,782,582,1205,231,1349,2836,290.9087906
BUKIT BATOK,4 ROOM,10 TO 12,Model A,1108.6817,775,488,1097,447,1236,2859,324.7099686
BUKIT BATOK,4 ROOM,10 TO 12,Model A,1119.4456,767,264,1065,83,1156,1101,339.4537439
BUKIT BATOK,4 ROOM,04 TO 06,Model A,1119.4456,777,561,566,517,800,1797,348.3867371
BUKIT BATOK,4 ROOM,07 TO 09,Model A,1097.9178,930,432,1183,727,1417,2408,350.6637746
BUKIT BATOK,4 ROOM,01 TO 03,Model A,1087.1539,936,287,1425,399,1572,2464,320.1018733
BUKIT BATOK,4 ROOM,07 TO 09,Model A2,1001.0427,936,446,1585,527,1731,2254,369.6146029
BUKIT BATOK,4 ROOM,01 TO 03,Simplified,904.1676,795,248,964,669,1698,3289,331.7968925
BUKIT BATOK,4 ROOM,04 TO 06,Model A,1108.6817,788,461,783,514,1787,3401,317.4941915
BUKIT BATOK,4 ROOM,07 TO 09,Simplified,893.4037,793,448,543,420,1168,2784,352.5841677
BUKIT BATOK,4 ROOM,04 TO 06,Simplified,904.1676,801,437,838,763,1410,3034,335.1148614
BUKIT BATOK,4 ROOM,04 TO 06,New Generation,1065.6261,815,386,1078,790,1611,3199,317.1844233
BUKIT BATOK,4 ROOM,04 TO 06,New Generation,1011.8066,812,445,1212,903,1676,3228,338.997591
BUKIT BATOK,4 ROOM,25 TO 27,Model A,925.6954,1010,762,1027,277,2363,3978,475.3183391
BUKIT BATOK,4 ROOM,07 TO 09,Model A,968.751,1009,753,993,239,2351,3967,406.7092576
BUKIT BATOK,4 ROOM,04 TO 06,Model A,968.751,1013,741,589,218,1947,3563,392.2576596
BUKIT BATOK,4 ROOM,16 TO 18,Model A,925.6954,1009,753,993,239,2351,3967,432.107581
BUKIT BATOK,4 ROOM,07 TO 09,Model A,1108.6817,771,654,682,578,602,1657,326.5139129
BUKIT BATOK,4 ROOM,01 TO 03,Model A,1108.6817,771,654,682,578,602,1657,266.0817798
BUKIT BATOK,4 ROOM,01 TO 03,Model A,1076.39,919,821,622,362,795,1382,340.0254555
BUKIT BATOK,4 ROOM,07 TO 09,New Generation,1001.0427,770,539,779,525,717,1616,334.6510593
BUKIT BATOK,4 ROOM,10 TO 12,New Generation,1001.0427,770,522,1020,282,1191,843,342.6427264
BUKIT BATOK,4 ROOM,01 TO 03,Model A,1108.6817,781,547,1275,421,1447,810,320.2001079
BUKIT BATOK,5 ROOM,07 TO 09,Improved,1291.668,922,926,451,358,358,2012,460.6446858
BUKIT BATOK,5 ROOM,01 TO 03,Improved,1302.4319,777,112,767,522,1007,2390,344.6537205
BUKIT BATOK,5 ROOM,04 TO 06,Improved,1302.4319,929,332,1339,626,1574,2564,395.4141479
BUKIT BATOK,5 ROOM,01 TO 03,Improved,1291.668,928,446,1587,563,1734,2621,425.8060121
BUKIT BATOK,5 ROOM,19 TO 21,Improved,1270.1402,1014,741,589,218,1947,3563,425.1499165
BUKIT BATOK,5 ROOM,22 TO 24,Improved,1270.1402,1011,772,920,165,2278,3894,440.8962097
BUKIT BATOK,5 ROOM,04 TO 06,Improved,1302.4319,823,765,801,306,972,1183,307.1177848
BUKIT BATOK,5 ROOM,01 TO 03,Adjoined flat,1463.8904,765,424,850,369,846,1504,316.8269974
BUKIT BATOK,5 ROOM,19 TO 21,Model A,1420.8348,775,718,521,394,673,1419,422.2869541
BUKIT BATOK,5 ROOM,01 TO 03,Improved,1291.668,919,821,622,362,795,1382,363.8705921
BUKIT BATOK,5 ROOM,07 TO 09,Model A,1420.8348,776,765,448,399,559,1495,369.5010849
BUKIT BATOK,5 ROOM,16 TO 18,Model A,1485.4182,777,522,1287,496,1458,637,354.1090314
BUKIT BATOK,EXECUTIVE,07 TO 09,Apartment,1496.1821,923,998,691,643,911,1437,429.7605218
BUKIT BATOK,EXECUTIVE,07 TO 09,Apartment,1517.7099,927,300,1346,568,1580,2571,413.7813162
BUKIT BATOK,EXECUTIVE,04 TO 06,Maisonette,1571.5294,792,423,392,272,1277,2893,375.4304565
BUKIT BATOK,EXECUTIVE,01 TO 03,Maisonette,1571.5294,797,577,710,554,1274,2890,318.1614038
BUKIT BATOK,EXECUTIVE,01 TO 03,Maisonette,1571.5294,796,514,836,727,1372,2996,334.069474
BUKIT MERAH,2 ROOM,10 TO 12,Standard,452.0838,631,559,789,2,622,467,442.3958567
BUKIT MERAH,2 ROOM,13 TO 15,Model A,505.9033,1110,1003,893,499,1264,728,794.6182601
BUKIT MERAH,3 ROOM,16 TO 18,Improved,699.6535,635,490,515,448,937,405,443.0764657
BUKIT MERAH,3 ROOM,19 TO 21,Improved,699.6535,635,582,793,501,1215,534,471.6620441
BUKIT MERAH,3 ROOM,13 TO 15,Improved,699.6535,635,465,676,414,1098,474,438.7886289
BUKIT MERAH,3 ROOM,07 TO 09,Model A,807.2925,764,380,1369,1231,1414,491,464.5156495
BUKIT MERAH,3 ROOM,04 TO 06,New Generation,775.0008,723,307,402,719,695,740,519.9994632
BUKIT MERAH,3 ROOM,04 TO 06,Model A,742.7091,1113,848,970,359,907,470,677.2503528
BUKIT MERAH,3 ROOM,07 TO 09,Standard,635.0701,611,846,648,657,705,415,535.373969
BUKIT MERAH,3 ROOM,07 TO 09,Improved,678.1257,658,1390,1372,193,537,171,404.0548825
BUKIT MERAH,3 ROOM,04 TO 06,Improved,688.8896,752,1213,1262,6,703,57,420.9673074
BUKIT MERAH,3 ROOM,13 TO 15,Standard,645.834,562,1031,1080,188,900,208,402.5802296
BUKIT MERAH,3 ROOM,07 TO 09,Standard,645.834,562,1031,1080,188,900,208,371.6125196
BUKIT MERAH,3 ROOM,10 TO 12,Standard,678.1257,593,861,1054,561,1516,268,368.6632139
BUKIT MERAH,3 ROOM,01 TO 03,Standard,645.834,587,739,542,521,521,166,449.0317945
BUKIT MERAH,3 ROOM,07 TO 09,Standard,645.834,587,739,542,521,521,166,449.0317945
BUKIT MERAH,3 ROOM,04 TO 06,Standard,624.3062,587,701,504,474,474,213,486.940543
BUKIT MERAH,3 ROOM,22 TO 24,Model A,645.834,1061,520,573,58,1139,606,851.6120241
BUKIT MERAH,3 ROOM,13 TO 15,Model A,645.834,1061,520,573,58,1139,606,812.9023867
BUKIT MERAH,3 ROOM,34 TO 36,Model A,667.3618,1110,1083,973,579,1345,714,896.0656723
BUKIT MERAH,3 ROOM,01 TO 03,Standard,947.2232,629,765,592,418,912,199,680.9377135
BUKIT MERAH,3 ROOM,04 TO 06,Improved,635.0701,657,779,1717,87,1438,304,354.2915971
BUKIT MERAH,3 ROOM,10 TO 12,Improved,699.6535,656,710,1595,277,1622,498,357.3197304
BUKIT MERAH,3 ROOM,04 TO 06,Improved,818.0564,657,650,1411,478,1775,698,360.6108332
BUKIT MERAH,3 ROOM,13 TO 15,Improved,699.6535,664,838,1721,309,1468,435,350.1733358
BUKIT MERAH,3 ROOM,07 TO 09,Improved,699.6535,653,919,1555,146,1224,212,380.1881932
BUKIT MERAH,3 ROOM,01 TO 03,New Generation,882.6398,695,421,716,323,1410,471,509.8342495
BUKIT MERAH,3 ROOM,10 TO 12,New Generation,882.6398,695,463,621,228,1315,377,453.1859995
BUKIT MERAH,3 ROOM,04 TO 06,New Generation,785.7647,673,365,784,391,1478,539,407.2465969
BUKIT MERAH,3 ROOM,04 TO 06,Improved,753.473,669,525,1488,782,1537,157,404.7922089
BUKIT MERAH,3 ROOM,01 TO 03,Standard,947.2232,629,841,666,265,987,94,612.3160835
BUKIT MERAH,4 ROOM,40 TO 42,Model A,990.2788,1145,527,329,446,446,312,1060.307461
BUKIT MERAH,4 ROOM,07 TO 09,Improved,947.2232,629,678,888,482,1311,457,445.5127366
BUKIT MERAH,4 ROOM,04 TO 06,Model A,1108.6817,770,363,1710,1214,1754,786,432.9466248
BUKIT MERAH,4 ROOM,07 TO 09,Model A,1108.6817,775,446,1793,1297,1837,869,509.6142563
BUKIT MERAH,4 ROOM,16 TO 18,Model A,968.751,990,119,660,554,554,722,801.0314312
BUKIT MERAH,4 ROOM,25 TO 27,Model A,968.751,988,490,647,913,913,985,830.9668842
BUKIT MERAH,4 ROOM,19 TO 21,Model A,979.5149,1113,721,843,231,784,342,704.4303257
BUKIT MERAH,4 ROOM,04 TO 06,Standard,796.5286,599,390,773,704,1027,690,512.2226622
BUKIT MERAH,4 ROOM,07 TO 09,Standard,796.5286,599,251,810,692,888,727,502.1790806
BUKIT MERAH,4 ROOM,04 TO 06,Standard,796.5286,599,251,810,692,888,727,502.0535358
BUKIT MERAH,4 ROOM,04 TO 06,Standard,796.5286,599,390,773,704,1027,690,502.1790806
BUKIT MERAH,4 ROOM,01 TO 03,Model A,1119.4456,767,949,997,565,1539,92,416.2774859
BUKIT MERAH,4 ROOM,10 TO 12,Model A,1119.4456,767,949,997,565,1539,92,462.7290509
BUKIT MERAH,4 ROOM,19 TO 21,Model A,968.751,996,102,243,570,809,674,812.2706454
BUKIT MERAH,4 ROOM,07 TO 09,Model A,968.751,996,24,261,460,827,693,701.9347593
BUKIT MERAH,4 ROOM,19 TO 21,Model A,914.9315,1061,520,573,58,1139,606,808.8037192
BUKIT MERAH,4 ROOM,25 TO 27,Model A,947.2232,1110,1129,1020,626,1391,658,781.2308651
BUKIT MERAH,4 ROOM,10 TO 12,Model A,936.4593,986,687,734,435,1240,462,704.7823648
BUKIT MERAH,4 ROOM,37 TO 39,Model A,947.2232,1110,1129,1020,626,1391,658,855.1310821
BUKIT MERAH,4 ROOM,37 TO 39,Model A,1001.0427,1110,1083,973,579,1345,714,709.2604541
BUKIT MERAH,4 ROOM,19 TO 21,Model A,947.2232,1110,1129,1020,626,1391,658,834.0167344
BUKIT MERAH,4 ROOM,07 TO 09,Improved,947.2232,653,1018,908,514,1279,564,466.6270843
BUKIT MERAH,4 ROOM,01 TO 03,Simplified,904.1676,794,569,501,470,762,722,458.9857013
BUKIT MERAH,4 ROOM,16 TO 18,Model A,914.9315,966,4,554,365,1233,334,751.9688632
BUKIT MERAH,4 ROOM,28 TO 30,Model A,1076.39,1024,286,328,284,1022,390,733.9347263
BUKIT MERAH,4 ROOM,19 TO 21,Model A,1076.39,1024,286,328,284,1022,390,733.9347263
BUKIT MERAH,4 ROOM,28 TO 30,Model A,1076.39,1024,390,239,362,967,371,764.5927591
BUKIT MERAH,4 ROOM,01 TO 03,Model A,1076.39,1037,452,143,422,929,369,636.3864399
BUKIT MERAH,4 ROOM,10 TO 12,New Generation,990.2788,689,260,670,274,1169,231,463.3927334
BUKIT MERAH,4 ROOM,28 TO 30,Model A,914.9315,991,331,1112,716,1495,815,642.6710634
BUKIT MERAH,4 ROOM,04 TO 06,Model A,990.2788,991,331,1112,716,1495,815,545.3009799
BUKIT MERAH,4 ROOM,07 TO 09,New Generation,990.2788,673,599,704,525,1601,673,432.2015174
BUKIT MERAH,4 ROOM,04 TO 06,New Generation,979.5149,673,606,824,581,1657,729,426.7418495
BUKIT MERAH,4 ROOM,13 TO 15,Model A,968.751,992,382,1163,767,1573,872,593.5477744
BUKIT MERAH,4 ROOM,04 TO 06,Improved,882.6398,668,442,1382,1026,1426,194,441.8563496
BUKIT MERAH,5 ROOM,07 TO 09,Improved,1237.8485,1022,821,623,615,747,470,700.4088142
BUKIT MERAH,5 ROOM,04 TO 06,Improved,1302.4319,687,836,1173,374,952,287,437.6428434
BUKIT MERAH,5 ROOM,13 TO 15,Improved,1184.029,989,283,825,561,561,728,758.4273696
BUKIT MERAH,5 ROOM,13 TO 15,Improved,1248.6124,1026,1686,1829,193,297,1128,572.6356714
BUKIT MERAH,5 ROOM,16 TO 18,Improved,1184.029,1058,411,581,166,1060,598,777.0079956
BUKIT MERAH,5 ROOM,04 TO 06,Improved,1184.029,996,24,261,460,827,693,654.5447789
BUKIT MERAH,5 ROOM,13 TO 15,Model A,1463.8904,765,1250,1193,413,822,362,481.5934308
BUKIT MERAH,5 ROOM,01 TO 03,Model A,1463.8904,765,1292,1301,338,853,287,392.7889684
BUKIT MERAH,5 ROOM,19 TO 21,Improved,1184.029,977,942,988,608,1373,402,709.4420829
BUKIT MERAH,5 ROOM,07 TO 09,Improved,1237.8485,976,510,346,420,916,574,655.9768825
BUKIT MERAH,5 ROOM,22 TO 24,Improved,1237.8485,966,4,554,365,1233,334,702.8323741
BUKIT MERAH,5 ROOM,04 TO 06,Improved,1388.5431,915,497,504,136,1362,251,626.5559924
BUKIT MERAH,5 ROOM,22 TO 24,Improved,1237.8485,1037,452,143,422,929,369,725.4522666
